stock_id,date,news_count,Close,next_day_return
2303,2026-07-30,1,110.0,0.10000000000000009
2303,2026-07-31,1,121.0,-0.024793388429752095
2317,2026-07-30,1,229.5,0.0915032679738561
2327,2026-07-31,2,502.0,0.09960159362549792
2330,2026-07-29,2,2200.0,0.002272727272727204
2330,2026-07-30,1,2205.0,0.09977324263038545
2330,2026-07-31,4,2425.0,-0.02268041237113405
2382,2026-07-30,1,279.0,0.04480286738351258
2454,2026-07-29,1,3150.0,0.026984126984126888
2454,2026-07-31,3,3555.0,0.09985935302391002
3711,2026-07-29,1,499.0,0.012024048096192397
3711,2026-07-31,3,555.0,0.0990990990990992
